-1.000000000000000000e+00 -1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.986534153300572395e+09 0.000000000000000000e+00 0.000000000000000000e+00
-1.000000000000000000e+00 -7.142857142857143016e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.114674795226418972e+09 0.000000000000000000e+00 0.000000000000000000e+00
-1.000000000000000000e+00 -4.285714285714286031e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.136237325040518522e+09 0.000000000000000000e+00 0.000000000000000000e+00
-1.000000000000000000e+00 -1.428571428571429047e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.920957108971310616e+09 0.000000000000000000e+00 0.000000000000000000e+00
-1.000000000000000000e+00 1.428571428571427937e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.780562933537077188e+09 0.000000000000000000e+00 0.000000000000000000e+00
-1.000000000000000000e+00 4.285714285714283811e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.430612571478624105e+09 0.000000000000000000e+00 0.000000000000000000e+00
-1.000000000000000000e+00 7.142857142857141906e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.930399231165111065e+09 0.000000000000000000e+00 0.000000000000000000e+00
-1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.445583457767102242e+09 0.000000000000000000e+00 0.000000000000000000e+00
-7.142857142857143016e-01 -1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.207376735365759850e+09 0.000000000000000000e+00 0.000000000000000000e+00
-7.142857142857143016e-01 -7.142857142857143016e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.132258233821794510e+09 -6.000000000000000000e+00 0.000000000000000000e+00
